billNumber,billType,title,status
15,House Joint Resolution,Resolution supporting increased transmission capacity in Montana,Passed
257,House Bill,Generally revise critical infrastructure protection laws,Passed
370,House Bill,Provide appropriation to the highway patrol pension fund,Failed
371,House Bill,Ban mRNA vaccinations in Montana for humans,Failed
418,House Bill,Ban mRNA vaccines in Montana for animals,Failed
682,House Bill,Generally revise laws regarding gender transition treatment,Passed
793,House Bill,Generally revise the membership of the POST Council,Passed
