billNumber,billType,title,status
82,House Bill,Generally revise laws related to crimes against children,Passed
309,House Bill,Clarifying term of office of a precinct committee representative,Failed
423,House Bill,Revise election laws related to active and inactive voter lists,Passed
709,House Bill,Create the crime of human smuggling,Failed
710,House Bill,Generally revise laws related to the judiciary,Passed
