billNumber,billType,title,status
440,House Bill,Providing tax incentives to put Montana-produced food first,Failed
448,House Bill,Establish the Jim Loud Thunder Gopher memorial highway,Passed
830,House Bill,Create a local emergency quick response funding program,Failed
