billNumber,billType,title,status
57,House Bill,Designate quail as upland game bird,Failed
95,House Bill,Revise law related to damage-based muskrat and beaver harvesting,Passed
96,House Bill,Create a trapper apprentice program,Passed
258,House Bill,Requiring the extension of wolf hunting season,Failed
259,House Bill,Revise fish and wildlife commission techniques for gray wolf management,Passed
295,House Bill,Revise laws related to judicial transparency and elections,Failed
817,House Bill,Generally revise laws related to hunting licenses for terminally ill youth.,Passed
