billNumber,billType,title,status
1,House Joint Resolution,Resolution urging Congress to fully fund law enforcement in Indian Country,Passed
83,House Bill,Establish state special revenue account for Montana Missing Indigenous Persons Task Force,Passed
282,House Bill,Revise laws related to tuition waiver laws for American Indian students,Failed
283,House Bill,Revise laws for hunting licenses lotteries,Failed
545,House Bill,Revise laws related to missing and murdered indigenous persons,Passed
