billNumber,billType,title,status
25,Senate Bill,Revise election laws regarding disclosure requirements for the use of AI in elections,Passed
238,Senate Bill,Allow hunters to donate funds for archery equipment for disabled bowhunters,Passed
559,Senate Bill,Provide for appeals of various DEQ permit decisions,Failed
