billNumber,billType,title,status
20,House Joint Resolution,Joint resolution regarding funding for Montana Canada customs ports of entry,Passed
234,House Bill,Extend the use of funding for lead-in-schools appropriated in 2023,Passed
313,House Bill,Establish a grant program for aquatic recreational facilities,Failed
346,House Bill,Exempt Commerce grants and loans from MEPA,Passed
390,House Bill,Provide for Montana right to repair agricultural equipment act,Failed
444,House Bill,Generally revise tenant landlord laws,Passed
607,House Bill,Provide for the hearing aid coverage act,Failed
808,House Bill,Creating the Montana brownfields program,Passed
943,House Bill,Establish the Montana rare disease advisory council,Passed
