billNumber,billType,title,status
107,Senate Bill,Provide for human trafficking prevention education in public schools,Passed
180,Senate Bill,Generally revise laws related to the determination of the best interests of the child in custody and adoption proceedings,Failed
219,Senate Bill,Revise membership of board of housing to require tribal and veteran representation,Failed
378,Senate Bill,Create a tribal relations management team at DPHHS,Failed
379,Senate Bill,Revise laws related to state-tribal consultation,Failed
