billNumber,billType,title,status
69,Senate Bill,Revise county attorney reporting requirements for child sexual abuse,Passed
70,Senate Bill,Generally revise laws related to supervision on probation,Passed
77,Senate Bill,Require conservation districts to comply with state procurement laws,Passed
104,Senate Bill,Expanding access to low-cost capital to certain eligible projects and entities,Passed
330,Senate Bill,Create a Montana blockchain and digital innovation task force,Passed
