billNumber,billType,title,status
73,House Joint Resolution,Study resolution on block management funding and participation,Failed
372,House Bill,Revise license fees used for funding of upland game bird enhancement program,Passed
559,House Bill,"Revise river usage laws related to commercial fishing, outfitting, and guiding",Failed
560,House Bill,Establish the Montana hunters and anglers community fund,Failed
622,House Bill,Generally revise protection order laws,Failed
813,House Bill,Provide for the agricultural emissions right to repair act,Failed
857,House Bill,Establishing a surcharge for hunters and anglers who lease land,Failed
