billNumber,billType,title,status
51,House Bill,Increase MUS-RP supplemental contribution to TRS,Failed
373,House Bill,Revise lottery proceeds laws to dedicate to education funding,Failed
769,House Bill,Revise labor law relating to computation of meal allowances,Passed
