Bill,Status
SB 238,Passed
SB 310,Passed
SB 235,Passed
SB 148,Passed
SB 257,Passed
SB 441,Passed
SB 514,Passed
SB 165,Passed
SB 480,Failed
SB 481,Failed
SR 51,Failed
SB 427,Failed
SB 63,Failed
SR 17,Failed
SB 403,Failed
SB 533,Failed
SB 270,Failed
SJ 17,Failed
