Bill,Status
HB 504,Passed
HB 401,Passed
HB 624,Passed
HB 171,Passed
HB 269,Passed
HB 649,Failed
HJ 52,Failed
HB 928,Failed
HJ 34,Failed
HB 119,Failed
HB 73,Failed
HB 522,Failed
HB 418,Failed
