Bill,Status
SB 64,Passed
SB 311,Passed
SB 344,Passed
SB 75,Passed
SB 87,Passed
SJ 28,Failed
SB 408,Failed
SB 68,Failed
SJ 22,Failed
SJ 6,Failed
SB 506,Failed
SJ 10,Failed
