Bill,Status
SB 161,Passed
SB 414,Passed
SB 78,Passed
SB 80,Passed
SB 79,Passed
SB 386,Failed
SR 103,Failed
SB 509,Failed
SJ 23,Failed
SR 35,Failed
SJ 25,Failed
SB 517,Failed
SR 45,Failed
SR 34,Failed
SJ 46,Failed
SJ 27,Failed
SJ 11,Failed
SB 541,Failed
SR 88,Failed
SR 90,Failed
SR 19,Failed
